Locus,Het,FST
1000,0.27106902,0.17306898
1001,0.33282897,0.00197905
1002,0.27106902,0.17306898
1003,0.27106902,0.17306898
1004,0.26680428,0.0079719
1005,0.13562753,0.0571737
1006,0.48404408,0.16069496
1007,0.16194115,0.04081097
1008,0.28939628,0.08094174
1009,0.49502031,0.00581412
1010,0.17870695,0.01419193
1011,0.22882702,0.00311777
1012,0.3006914,0.01620522
1013,0.24264573,0.0984181
1014,0.16823901,0.05558346
1015,0.26018357,0.03171978
1016,0.15451316,0.03235361
1017,0.24855478,0.06830349
1018,0.196712,0.12458155
1019,0.46247989,0.02545995
1020,0.22847457,0.09261874
1021,0.22847457,0.09261874
1022,0.51086982,0.18645324
1023,0.3054541,0.01061571
1024,0.21560159,0.00688223
1025,0.50166967,0.00706502
1026,0.1627098,0.03476838
1027,0.12728321,0.0401852
1028,0.12728321,0.0401852
1029,0.12728321,0.0401852
1030,0.2266325,0.1753135
1031,0.11208832,0.04464985
1032,0.13303113,0.04250803
1033,0.19893876,0.10112218
1034,0.34754362,0.15764943
1035,0.1255477,0.13696833
1036,0.26547658,0.09775993
1037,0.34304181,0.16298436
1038,0.19824986,0.18720531
1039,0.38012677,0.00270202
1040,0.25121539,0.10028511
1041,0.15200832,0.05748559
1042,0.31291311,0.02693095
1043,0.17684216,0.00807871
1044,0.50122358,0.15012758
1045,0.33973939,0.01181137
1046,0.50769398,0.11434108
1047,0.29036316,0.05284272
1048,0.28427988,0.04181638
1049,0.15767661,0.05083286
1050,0.26401781,0.20811041
1051,0.14033649,0.18087197
1052,0.10997852,0.14578903
1053,0.09676354,0.04692375
1054,0.39803539,0.04351863
1055,0.25186311,0.08317509
1056,0.12783903,0.05653205
1057,0.25542048,0.12541781
1058,0.13044642,0.00624821
1059,0.2172647,0.06155491
1060,0.50121827,0.0059313
1061,0.47590416,0.0425244
1062,0.22683942,0.08122786
1063,0.35317326,0.05975005
1064,0.13463293,0.16548856
1065,0.2761417,0.1143005
1066,0.13222216,0.0366498
1067,0.1486291,0.14956819
1068,0.1486291,0.14956819
1069,0.23558439,0.00911869
1070,0.1486291,0.14956819
1071,0.14110487,0.11684619
1072,0.20261586,0.06760849
1073,0.36034167,0.00329658
1074,0.32571126,0.01263026
1075,0.28076423,0.19971129
1076,0.14205694,0.05474608
1077,0.20586397,0.06957854
1078,0.42917735,0.01056845
1079,0.12626081,0.19446106
1080,0.15403261,0.09884915
1081,0.42503459,0.00821845
1082,0.46941392,0.09262656
1083,0.15553802,0.08625874
1084,0.10774298,0.0098377
1085,0.30813054,0.03631387
1086,0.24243891,0.03361066
1087,0.10711234,0.02613069
1088,0.15807809,0.10149223
1089,0.15397753,0.03299227
1090,0.14126851,0.03999476
1091,0.12636612,0.03173737
1092,0.1315036,0.06608953
1093,0.50828793,0.02042345
1094,0.50743375,0.03181814
1095,0.12440566,0.01876451
1096,0.13215173,0.00443503
1097,0.4898528,0.0054123
1098,0.23311865,0.05072432
1099,0.30493493,0.01064581
1100,0.38742808,0.00933345
1101,0.17178777,0.06208691
1102,0.50358665,0.04053406
1103,0.28177177,0.03801924
1104,0.13482501,0.1755587
1105,0.25080146,0.00990662
1106,0.14223522,0.00947038
1107,0.2215261,0.0971767
1108,0.21342461,0.00318427
1109,0.1382323,0.00055429
1110,0.21949721,0.00021118
1111,0.49652568,0.02437902
1112,0.48911789,0.01221293
1113,0.10769917,0.01776619
1114,0.25803506,0.00432869
1115,0.11139749,0.05679999
1116,0.17530544,0.21052332
1117,0.23062422,0.00609962
1118,0.50738374,0.07727532
1119,0.20606254,0.01276564
1120,0.19042196,0.09042539
1121,0.49917111,0.01176604
1122,0.50000281,0.02345791
1123,0.12840658,0.03777234
1124,0.25021889,0.24847917
1125,0.12840658,0.03777234
1126,0.51784328,0.14900078
1127,0.12715602,0.08326354
1128,0.45984139,0.04751659
1129,0.39680237,0.0060193
1130,0.10933637,0.17015023
1131,0.49722191,0.16090577
1132,0.46107857,0.13667239
1133,0.36625398,0.0241044
1134,0.14893428,0.07622819
1135,0.49864038,0.01112196
1136,0.21634571,0.0248805
1137,0.21634571,0.0248805
1138,0.21287994,0.02305728
1139,0.21634571,0.0248805
1140,0.41596515,0.2394859
1141,0.22623498,0.18367169
1142,0.23327009,0.02445612
1143,0.35951205,0.20479538
1144,0.50969355,0.07423884
1145,0.14544723,0.08128254
1146,0.4762303,0.20247061
1147,0.10061748,0.02849748
1148,0.17832281,0.15934086
1149,0.25201099,0.0783392
1150,0.19622268,0.06444252
1151,0.50622098,0.13769781
1152,0.21778521,0.18183962
1153,0.1396329,0.15927411
1154,0.13395893,0.04488058
1155,0.20219983,0.02767123
1156,0.47675415,0.00379622
1157,0.39954198,0.26651726
1158,0.14150181,0.09437522
1159,0.14997823,0.01481249
1160,0.14686334,0.07877814
1161,0.10326804,0.04273381
1162,0.50364909,0.05534913
1163,0.31192252,0.13675016
1164,0.19970191,0.0055634
1165,0.11400648,0.03939801
1166,0.38338694,0.04169318
1167,0.14586,0.12804573
1168,0.2444055,0.14682572
1169,0.38677707,0.01188977
1170,0.10256027,0.02552121
1171,0.12218111,0.10911934
1172,0.49462151,0.12127499
1173,0.19444358,0.10243932
1174,0.46428758,0.00478487
1175,0.19952628,0.16620783
1176,0.10011057,0.02480919
1177,0.24411948,0.01757449
1178,0.20859322,0.04953035
1179,0.13214333,0.02314442
1180,0.31202727,0.07052491
1181,0.3428153,0.05986015
1182,0.48921601,0.00966632
1183,0.10652988,0.05233074
1184,0.12410301,0.01309835
1185,0.24785776,0.00652116
1186,0.49977231,0.02891692
1187,0.16211017,0.19223674
1188,0.25249403,0.15981404
1189,0.28279358,0.18505544
1190,0.30096576,0.01046153
1191,0.42290254,0.08288113
1192,0.351197,0.17391705
1193,0.1081945,0.02050723
1194,0.1081945,0.02050723
1195,0.1081945,0.02050723
1196,0.37741689,0.10882536
1197,0.35210352,0.00034891
1198,0.19385073,0.06036309
1199,0.17312808,0.07203685
1200,0.13491689,0.22468627
1201,0.11703484,0.07334994
1202,0.24551942,0.21116854
1203,0.15273008,0.06717912
1204,0.34874173,0.00219456
1205,0.13990163,0.08608121
1206,0.21857778,0.1208354
1207,0.13766487,0.13501905
1208,0.13766487,0.13501905
1209,0.13766487,0.13501905
1210,0.13766487,0.13501905
1211,0.12067022,0.12915218
1212,0.12405225,0.00736717
1213,0.13480646,0.20543987
1214,0.5155258,0.1030207
1215,0.25519534,0.0710628
1216,0.25519534,0.0710628
1217,0.27593572,0.23740369
1218,0.13140536,0.14923439
1219,0.33536116,0.11018738
1220,0.36764715,0.00094732
1221,0.45341417,0.48811604
1222,0.45341417,0.48811604
1223,0.14608303,0.05476634
1224,0.13624563,0.01771757
1225,0.09997564,0.01974096
1226,0.49866,0.04030807
1227,0.32918346,0.1215427
1228,0.34009212,0.00072353
1229,0.14114867,0.09872762
1230,0.37343671,0.03520506
1231,0.25747573,0.08888327
1232,0.19591815,0.06750755
1233,0.15502655,0.04694538
1234,0.31730074,0.00196989
1235,0.12395541,0.06604852
1236,0.43445718,0.0421438
1237,0.21962585,0.03867843
1238,0.15682799,0.01031871
1239,0.49654443,0.00259885
1240,0.12200744,0.15451501
1241,0.18088427,0.05386337
1242,0.52289844,0.10408962
1243,0.1817114,0.0319563
1244,0.49202937,0.03843443
1245,0.49202937,0.03843443
1246,0.15825714,0.21869113
1247,0.48232992,0.13036789
1248,0.58763533,0.33795411
1249,0.24694854,0.02252326
1250,0.13153611,0.02285763
1251,0.2597992,0.03407298
1252,0.45688804,0.30910224
1253,0.19358201,0.0229515
1254,0.14238105,0.08810161
1255,0.23893523,0.05305894
1256,0.40903977,0.03049612
1257,0.12781925,0.12159641
1258,0.27806884,0.00288404
1259,0.15439459,0.0270757
1260,0.18026543,0.07548437
1261,0.12465992,0.01072167
1262,0.21677053,0.27443574
1263,0.37259634,0.08168934
1264,0.25415075,0.09618589
1265,0.3365626,0.13125391
1266,0.32657745,0.13618902
1267,0.20308281,0.02370491
1268,0.13553576,0.06061874
1269,0.09618838,0.10773024
1270,0.11370528,0.05291982
1271,0.34251433,0.04883816
1272,0.49392834,0.00268464
1273,0.46063405,0.08545954
1274,0.35131565,0.04528254
1275,0.46827867,0.00190084
1276,0.46970532,0.04782691
1277,0.10127524,0.09060781
1278,0.17347825,0.02900579
1279,0.34059608,0.08073529
1280,0.19917135,0.00811253
1281,0.2439077,0.15605572
1282,0.15138969,0.09124128
1283,0.47133471,0.03399597
1284,0.43715139,0.00614761
1285,0.17307064,0.07332275
1286,0.15091147,0.10451903
1287,0.14065166,0.04187547
1288,0.15505776,0.04263905
1289,0.15505776,0.04263905
1290,0.15505776,0.04263905
1291,0.10965513,0.04235842
1292,0.20442794,0.05380936
1293,0.24929417,0.11572579
1294,0.10926242,0.07342353
1295,0.57410544,0.37086929
1296,0.09686988,0.03972453
1297,0.15134648,0.04830621
1298,0.17008752,0.16407226
1299,0.14083069,0.07529785
1300,0.32550587,0.0016795
1301,0.3193773,0.00003497
1302,0.27019146,0.03837776
1303,0.15597152,0.01135252
1304,0.12210367,0.04057019
1305,0.16757827,0.04215041
1306,0.31311988,0.05129169
1307,0.12243328,0.07730656
1308,0.35606686,0.01634122
1309,0.46162269,0.09576539
1310,0.13820515,0.02537474
1311,0.45902178,0.10031209
1312,0.50167697,0.06254171
1313,0.39318001,0.18167915
1314,0.09987774,0.14398867
1315,0.15132444,0.09039468
1316,0.49727092,0.00385806
1317,0.1140982,0.06637352
1318,0.17233028,0.14884968
1319,0.47771315,0.00570223
1320,0.15738643,0.11550645
1321,0.31544284,0.00425513
1322,0.10737228,0.09102581
1323,0.18568459,0.16693525
1324,0.17191278,0.21921137
1325,0.12952684,0.06799015
1326,0.12501733,0.0120814
1327,0.23120262,0.16039986
1328,0.43655891,0.25903519
1329,0.16474842,0.02820982
1330,0.1729396,0.06961294
1331,0.26670138,0.2233461
1332,0.11067049,0.08542831
1333,0.47746022,0.16818464
1334,0.35101193,0.19961915
1335,0.16683155,0.01464816
1336,0.44773081,0.03308346
1337,0.200624,0.09045717
1338,0.17712281,0.01416348
1339,0.17712281,0.01416348
1340,0.17712281,0.01416348
1341,0.13132937,0.00289635
1342,0.32852201,0.07577848
1343,0.13569475,0.06556989
1344,0.42567076,0.12283112
1345,0.42567076,0.12283112
1346,0.26844258,0.01162306
1347,0.2134494,0.06858477
1348,0.09832846,0.00394728
1349,0.20873663,0.11794797
1350,0.51847386,0.10594033
1351,0.46404784,0.05556523
1352,0.46404784,0.05556523
1353,0.4827498,0.01637785
1354,0.398464,0.07537682
1355,0.45313085,0.12426901
1356,0.18087795,0.06210596
1357,0.42722591,0.01740308
1358,0.1349305,0.05033477
1359,0.26166225,0.07961419
1360,0.40802635,0.48336287
1361,0.18423663,0.10983803
1362,0.1907777,0.10798661
1363,0.18698707,0.10074091
1364,0.23764219,0.05114523
1365,0.23764219,0.05114523
1366,0.23764219,0.05114523
1367,0.44416397,0.03309026
1368,0.47731248,0.04333223
1369,0.12566251,0.01485695
1370,0.12409542,0.12604846
1371,0.09953161,0.04707978
1372,0.58193278,0.35481095
1373,0.57634925,0.42741604
1374,0.26498797,0.07284808
1375,0.34608408,0.00085522
1376,0.4919104,0.00443228
1377,0.21402965,0.10650833
1378,0.48537923,0.0000576
1379,0.2187927,0.02131316
1380,0.2187927,0.02131316
1381,0.15715972,0.03329855
1382,0.50736123,0.12933742
1383,0.1079071,0.03740394
1384,0.10424938,0.02483713
1385,0.16366626,0.06019131
1386,0.16162092,0.06919492
1387,0.22378168,0.05883655
1388,0.4961369,0.09810236
1389,0.18321028,0.05942548
1390,0.48649105,0.01729436
1391,0.10614858,0.09092372
1392,0.16601682,0.09381821
1393,0.19832596,0.02085526
1394,0.44050342,0.0036372
1395,0.14861538,0.09056347
1396,0.4468013,0.05116281
1397,0.25478026,0.11077603
1398,0.29156387,0.0395343
1399,0.40774398,0.0005167
1400,0.11340169,0.04427545
1401,0.21368928,0.26642293
1402,0.25291385,0.00716108
1403,0.25291385,0.00716108
1404,0.23699767,0.11158585
1405,0.27734197,0.29020851
1406,0.20079684,0.05999124
1407,0.20079684,0.05999124
1408,0.37686854,0.21069182
1409,0.42517444,0.01418987
1410,0.48665732,0.06995193
1411,0.19237343,0.14873472
1412,0.20512211,0.01418078
1413,0.33112846,0.35197138
1414,0.13276204,0.11573101
1415,0.28190845,0.02811719
1416,0.47678766,0.0072467
1417,0.11247337,0.12917507
1418,0.10318398,0.11633186
1419,0.11673029,0.01018788
1420,0.57088809,0.28777423
1421,0.57088809,0.28777423
1422,0.42337099,0.02122009
1423,0.14798638,0.03887097
1424,0.14798638,0.03887097
1425,0.14260349,0.05069183
1426,0.26870763,0.04352575
1427,0.42247764,0.14151566
1428,0.11323016,0.04465995
1429,0.10814102,0.02834298
1430,0.19748202,0.03138907
1431,0.19819433,0.11464754
1432,0.24032686,0.15361594
1433,0.38284969,0.11376981
1434,0.11057161,0.03388667
1435,0.30287983,0.14871952
1436,0.25970713,0.03448401
1437,0.09723464,0.01905892
1438,0.13736706,0.11066453
1439,0.21966136,0.26856614
1440,0.49463417,0.020159
1441,0.13046544,0.05739492
1442,0.13046544,0.05739492
1443,0.17893646,0.15755074
1444,0.42446747,0.05264832
1445,0.42446747,0.05264832
1446,0.26921547,0.01194852
1447,0.10383836,0.02595251
1448,0.47877327,0.02330688
1449,0.41321896,0.04811843
1450,0.28776424,0.01725684
1451,0.26996453,0.00277789
1452,0.10345609,0.01250722
1453,0.38019191,0.00954584
1454,0.26996453,0.00277789
1455,0.1574475,0.03570616
1456,0.1574475,0.03570616
1457,0.36962732,0.28995248
1458,0.17056522,0.13070548
1459,0.20420269,0.0670048
1460,0.41224572,0.05430422
1461,0.35279686,0.04082011
1462,0.35279686,0.04082011
1463,0.22300728,0.02016847
1464,0.47444164,0.12909018
1465,0.48660167,0.47182275
1466,0.14285937,0.16012295
1467,0.12066419,0.02218069
1468,0.48797151,0.13636082
1469,0.49060546,0.04260588
1470,0.50102209,0.07349398
1471,0.50037645,0.07074744
1472,0.32506071,0.16434847
1473,0.35658101,0.07242793
1474,0.28282165,0.13721931
1475,0.11207733,0.05463596
1476,0.34663258,0.00543657
1477,0.46017827,0.05977807
1478,0.16745185,0.00073375
1479,0.2645641,0.03690803
1480,0.48803704,0.0166778
1481,0.15401419,0.04250005
1482,0.10210059,0.06716805
1483,0.33356389,0.03600355
1484,0.31714262,0.01400021
1485,0.15530468,0.07985472
1486,0.18813916,0.15728093
1487,0.4994519,0.00025207
1488,0.2401628,0.00133534
1489,0.23089861,0.00906107
1490,0.16121826,0.07941586
1491,0.1829863,0.01770815
1492,0.13784528,0.18025365
1493,0.52433261,0.11991991
1494,0.18121182,0.1331638
1495,0.49597408,0.00013923
1496,0.49597408,0.00013923
1497,0.115501,0.00508376
1498,0.46503097,0.09467975
1499,0.12539154,0.13090981
1500,0.50595503,0.05988576
1501,0.12271096,0.11297817
1502,0.12271096,0.11297817
1503,0.25721427,0.05049859
1504,0.1481929,0.0713887
1505,0.49961508,0.02178059
1506,0.15202774,0.06921898
1507,0.43882838,0.0081776
1508,0.32290423,0.11843243
1509,0.11393782,0.03109345
1510,0.1299764,0.01890332
1511,0.31501163,0.02139883
1512,0.14143848,0.08918916
1513,0.26730425,0.09330588
1514,0.10210479,0.07098677
1515,0.29780456,0.1232279
1516,0.20475145,0.09021639
1517,0.32283358,0.16088527
1518,0.11959841,0.0514805
1519,0.25308996,0.12326024
1520,0.17352313,0.00966288
1521,0.1812352,0.08795624
1522,0.37717333,0.0089953
1523,0.2344231,0.10110592
1524,0.46504509,0.03757485
1525,0.24313967,0.05680133
1526,0.50242418,0.23614157
1527,0.42987469,0.04250454
1528,0.45354965,0.00299179
1529,0.13516289,0.06427077
1530,0.16397175,0.07816174
1531,0.39727589,0.28473919
1532,0.43465997,0.03255709
1533,0.49981229,0.02567807
1534,0.34438693,0.02483664
1535,0.26133218,0.07921724
1536,0.49999914,0.02335642
1537,0.1057631,0.08396083
1538,0.16417387,0.08247022
1539,0.50124664,0.00190217
1540,0.17468493,0.1426511
1541,0.17041817,0.01387675
1542,0.17041817,0.01387675
1543,0.17041817,0.01387675
1544,0.17041817,0.01387675
1545,0.15110481,0.04334506
1546,0.13652367,0.05762261
1547,0.47209427,0.02079335
1548,0.26248957,0.12104971
1549,0.35192466,0.08434014
1550,0.26809567,0.0067385
1551,0.17307867,0.05914184
1552,0.35385283,0.00048935
1553,0.10303925,0.01676163
1554,0.10303925,0.01676163
1555,0.10303925,0.01676163
1556,0.10303925,0.01676163
1557,0.09835189,0.00227445
1558,0.11713513,0.08812594
1559,0.17749684,0.03740549
1560,0.48052037,0.09131276
1561,0.49419739,0.21828525
1562,0.11630609,0.16630404
1563,0.50463184,0.11239305
1564,0.17366872,0.10426691
1565,0.27074254,0.07542244
1566,0.17598896,0.02893648
1567,0.20715848,0.04693486
1568,0.12095249,0.07296746
1569,0.42572839,0.01032804
1570,0.26720982,0.05015373
1571,0.19960216,0.0979247
1572,0.14573168,0.07686428
1573,0.43087501,0.00703259
1574,0.46612903,0.01464931
1575,0.49730259,0.00994066
1576,0.49716876,0.02813196
1577,0.49738931,0.02905569
1578,0.51113106,0.06440657
1579,0.39271971,0.00519069
1580,0.501028,0.07718626
1581,0.30703166,0.00966277
1582,0.10286438,0.01714497
1583,0.13909286,0.0797857
1584,0.16144355,0.0704528
1585,0.19628082,0.19397395
1586,0.34133939,0.17420598
1587,0.30315316,0.00382497
1588,0.22548315,0.10682251
1589,0.1275899,0.09232101
1590,0.13113179,0.04214815
1591,0.1611444,0.06701741
1592,0.47987633,0.10681816
1593,0.44486894,0.07001609
1594,0.11947046,0.06105359
1595,0.45932265,0.15624551
1596,0.13107298,0.00766165
1597,0.15610768,0.09562469
1598,0.16437135,0.14552032
1599,0.47666739,0.02877566
1600,0.16355344,0.01467923
1601,0.25179829,0.00714295
1602,0.45959751,0.00228137
1603,0.37862303,0.00652856
1604,0.23228411,0.15216743
1605,0.41494191,0.07919809
1606,0.17962894,0.15287127
1607,0.48359912,0.11013804
1608,0.44515705,0.22294525
1609,0.18332503,0.08889644
1610,0.47628396,0.01887062
1611,0.11152724,0.02987679
1612,0.28938363,0.09411787
1613,0.5245882,0.11354974
1614,0.1671269,0.06526432
1615,0.24060713,0.02202116
1616,0.10035919,0.10772625
1617,0.49558573,0.19008816
1618,0.10462418,0.01564674
1619,0.53388643,0.21981121
1620,0.49682812,0.16767872
1621,0.10462418,0.01564674
1622,0.53388643,0.21981121
1623,0.13921805,0.05286684
1624,0.13098163,0.04369868
1625,0.12305947,0.04881966
1626,0.15168592,0.03078504
1627,0.33599176,0.05589341
1628,0.10450437,0.03784106
1629,0.30477736,0.12056224
1630,0.35387741,0.00504362
1631,0.50495912,0.06051012
1632,0.17754252,0.06998025
1633,0.42810558,0.08057955
1634,0.46014136,0.01142871
1635,0.4801,0.00622377
1636,0.31020449,0.04611399
1637,0.12026411,0.05942373
1638,0.39894733,0.0030999
1639,0.13895352,0.06608087
1640,0.49466183,0.05663726
1641,0.10490248,0.16751325
1642,0.13219236,0.00439958
1643,0.12891685,0.0031794
1644,0.50061902,0.04332409
1645,0.49606952,0.06650749
1646,0.19795852,0.00696783
1647,0.16614137,0.03289356
1648,0.11019319,0.05273933
1649,0.11019319,0.05273933
1650,0.12091976,0.13254535
1651,0.29521328,0.05088136
1652,0.15838974,0.07202852
1653,0.15838974,0.07202852
1654,0.15838974,0.07202852
1655,0.15838974,0.07202852
1656,0.40076499,0.02623713
1657,0.15704402,0.04764498
1658,0.3664722,0.38731801
1659,0.50004598,0.02417627
1660,0.50004772,0.02438473
1661,0.50004772,0.02438473
1662,0.50004598,0.02417627
1663,0.11774231,0.03332313
1664,0.12473621,0.06283404
1665,0.19569886,0.09867956
1666,0.36646136,0.11656923
1667,0.11345325,0.0627818
1668,0.11602084,0.07603738
1669,0.17444523,0.05087166
1670,0.10323873,0.01323124
1671,0.1985225,0.07206606
1672,0.45503877,0.06596853
1673,0.17845855,0.06641703
1674,0.17845855,0.06641703
1675,0.17845855,0.06641703
1676,0.3151325,0.09753783
1677,0.49836823,0.02682049
1678,0.49836823,0.02682049
1679,0.4845685,0.00229027
1680,0.37805668,0.01527647
1681,0.39061925,0.05860472
1682,0.14777826,0.05104706
1683,0.16417093,0.06441886
1684,0.47186003,0.30893783
1685,0.40389402,0.00486597
1686,0.1398097,0.01307627
1687,0.26968884,0.27454043
1688,0.48347325,0.0126607
1689,0.49583313,0.03578458
1690,0.27928149,0.06496621
1691,0.45200786,0.18318927
1692,0.16812816,0.12759602
1693,0.42644696,0.04900911
1694,0.26853591,0.10370889
1695,0.43051218,0.12088895
1696,0.14149985,0.03636912
1697,0.26908714,0.10400152
1698,0.5412467,0.16916167
1699,0.54056131,0.17528493
1700,0.50000281,0.02345791
1701,0.1109922,0.03669945
1702,0.2658394,0.02003211
1703,0.43936584,0.00651426
1704,0.52246856,0.11862357
1705,0.49794568,0.03933545
1706,0.49794568,0.03933545
1707,0.10798925,0.03762446
1708,0.29892185,0.02908357
1709,0.34913322,0.03551801
1710,0.13217921,0.0218376
1711,0.21828749,0.04381905
1712,0.36211104,0.03267252
1713,0.15300886,0.10104256
1714,0.14661001,0.05963997
1715,0.14661001,0.05963997
1716,0.14661001,0.05963997
1717,0.15704044,0.00551623
1718,0.15704044,0.00551623
1719,0.50160612,0.03166131
1720,0.48997147,0.03924321
1721,0.14806539,0.01074959
